,着 順,枠 番,馬 番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人 気,馬体重,調教師
0,1,3,6,リゴレット,牝3,54,松山弘平,1:46.3,,4.2,3,426(-4),[西] 羽月友彦
1,2,2,3,エルザストラウム,牝3,50,今村聖奈,1:46.3,ハナ,4.1,2,444(-6),[西] 武幸四郎
2,3,7,13,ワイルドベティ,牝3,52,小沢大仁,1:46.7,2.1/2,6.7,4,416(0),[西] 今野貞一
3,4,6,12,エイシンブラボー,牝3,51,角田大河,1:46.7,クビ,17.5,7,408(+2),[西] 渡辺薫彦
4,5,5,10,ポットマム,牝3,54,幸英明,1:47.5,5,87.3,12,464(-2),[西] 田中克典
5,6,5,9,キョウエイディーズ,牝3,54,西村淳也,1:47.7,1.1/4,3.6,1,432(+2),[西] 森田直行
6,7,4,7,フェルンマンボ,牝3,53,亀田温心,1:48.1,2.1/2,60.9,11,480(0),[西] 辻野泰之
7,8,7,14,トーホウパラダイス,牝3,54,和田竜二,1:48.1,アタマ,16.9,6,462(-4),[西] 石坂公一
8,9,8,15,テイエムハニーダン,牝3,54,秋山真一,1:48.3,1,26.8,9,506(-8),[西] 鈴木孝志
9,10,1,2,サンパティーク,牝3,54,藤懸貴志,1:48.3,ハナ,95.6,13,468(+4),[西] 宮本博
10,11,3,5,スマートクオーク,牝3,54,岩田望来,1:48.7,2.1/2,28.7,10,504(+14),[西] 寺島良
11,12,1,1,タガノヴァレンチ,牝3,54,松若風馬,1:48.9,3/4,22.0,8,456(0),[西] 岡田稲男
12,13,2,4,ハーディネス,牝3,54,坂井瑠星,1:50.7,大,14.2,5,486(+4),[西] 吉岡辰弥
13,14,8,16,ジョーヌヴェール,牝3,54,加藤祥太,1:50.9,1,135.6,14,432(-6),[西] 庄野靖志
14,15,6,11,カーソンテソーロ,牝3,50,永島まな,1:50.9,クビ,249.1,16,390(-14),[西] 高橋康之
15,16,4,8,シゲルマンカイ,牝3,54,高倉稜,1:53.9,大,194.7,15,414(0),[西] 服部利之
